Sex,Length,Diameter,Height,Whole.weight,Shucked.weight,Viscera.weight,Shell.weight,Rings
I,0.375,0.285,0.09,0.257,0.1075,0.055,0.08,1-8
M,0.365,0.27,0.1,0.2255,0.0805,0.0525,0.085,1-8
F,0.595,0.465,0.145,0.8895,0.3985,0.23,0.24,10
M,0.745,0.565,0.22,1.931,0.6975,0.4725,0.595,11+
F,0.5,0.4,0.155,0.731,0.2025,0.2055,0.2175,11+
F,0.435,0.35,0.12,0.38,0.166,0.083,0.11,1-8
M,0.53,0.435,0.155,0.8815,0.4185,0.1685,0.265,10
M,0.505,0.385,0.13,0.6595,0.2595,0.1785,0.165,10
M,0.195,0.145,0.04,0.038,0.0115,0.005,0.009,1-8
F,0.75,0.6,0.195,2.3235,1.109,0.421,0.621,11+
F,0.53,0.41,0.155,0.889,0.394,0.187,0.223,1-8
F,0.45,0.345,0.17,0.594,0.332,0.121,0.14,1-8
F,0.57,0.455,0.165,0.9645,0.336,0.1665,0.355,11+
M,0.61,0.48,0.17,1.0385,0.37,0.2495,0.2965,11+
I,0.335,0.25,0.095,0.172,0.0725,0.0255,0.04,1-8
M,0.505,0.405,0.135,0.775,0.4005,0.13,0.19,1-8
F,0.61,0.495,0.165,1.3075,0.545,0.351,0.355,9
M,0.62,0.485,0.205,1.271,0.59,0.275,0.335,11+
F,0.66,0.525,0.195,1.514,0.579,0.2815,0.58,11+
F,0.66,0.53,0.195,1.5175,0.7765,0.296,0.386,11+
I,0.37,0.28,0.095,0.2655,0.115,0.0525,0.0765,1-8
I,0.415,0.315,0.09,0.3625,0.1895,0.0835,0.0915,1-8
F,0.635,0.5,0.165,1.2265,0.5075,0.303,0.36,10
M,0.645,0.48,0.155,1.407,0.672,0.326,0.315,9
M,0.645,0.505,0.155,1.539,0.6405,0.3725,0.395,11+
F,0.64,0.505,0.19,1.394,0.6735,0.361,0.295,11+
F,0.565,0.45,0.175,1.098,0.3975,0.2435,0.33,9
M,0.71,0.56,0.175,1.7405,0.8745,0.3615,0.4305,10
M,0.445,0.35,0.115,0.365,0.151,0.0785,0.115,1-8
I,0.295,0.22,0.07,0.1365,0.0565,0.0295,0.04,1-8
I,0.56,0.435,0.155,0.8,0.34,0.1765,0.254,11+
F,0.46,0.365,0.12,0.578,0.3035,0.1145,0.1335,10
I,0.275,0.2,0.07,0.1055,0.0415,0.0265,0.03,1-8
I,0.41,0.305,0.095,0.271,0.116,0.051,0.081,1-8
I,0.42,0.32,0.115,0.376,0.1755,0.0865,0.0985,1-8
M,0.625,0.49,0.12,0.92,0.4095,0.1785,0.26,11+
I,0.65,0.505,0.18,1.412,0.572,0.2515,0.453,10
F,0.29,0.215,0.065,0.14,0.054,0.031,0.05,1-8
F,0.515,0.415,0.165,0.8175,0.4725,0.1515,0.218,10
M,0.6,0.46,0.155,0.9735,0.404,0.189,0.29,9
I,0.445,0.345,0.12,0.4215,0.1675,0.0795,0.125,1-8
F,0.62,0.465,0.14,1.059,0.412,0.2685,0.3135,11+
I,0.54,0.42,0.14,0.705,0.3475,0.1415,0.1895,10
F,0.59,0.46,0.17,1.278,0.435,0.2225,0.425,11+
M,0.65,0.51,0.155,1.2275,0.5055,0.32,0.355,10
M,0.5,0.4,0.125,0.642,0.3185,0.145,0.172,1-8
M,0.625,0.505,0.19,1.286,0.5215,0.2675,0.41,11+
I,0.505,0.425,0.15,0.6805,0.236,0.137,0.235,11+
F,0.55,0.45,0.15,1.092,0.416,0.223,0.356,11+
M,0.385,0.3,0.1,0.2725,0.1105,0.061,0.08,11+
F,0.44,0.34,0.13,0.456,0.164,0.11,0.13,11+
F,0.56,0.44,0.155,0.8745,0.349,0.2095,0.25,1-8
I,0.415,0.32,0.11,0.315,0.1305,0.072,0.1035,1-8
F,0.485,0.37,0.115,0.5135,0.2185,0.1145,0.13,1-8
F,0.73,0.595,0.215,2.555,1.3485,0.483,0.6745,11+
F,0.495,0.4,0.125,0.642,0.291,0.145,0.16,9
F,0.585,0.45,0.17,0.922,0.354,0.181,0.29,11+
I,0.47,0.37,0.14,0.471,0.181,0.114,0.1505,11+
F,0.58,0.445,0.135,0.6955,0.2565,0.149,0.253,10
M,0.57,0.44,0.155,1.116,0.377,0.2115,0.293,11+
M,0.66,0.515,0.16,1.31,0.5495,0.3205,0.315,10
I,0.51,0.395,0.125,0.596,0.297,0.1155,0.162,1-8
F,0.66,0.53,0.195,1.4985,0.4125,0.3365,0.47,11+
M,0.465,0.36,0.125,0.4365,0.165,0.09,0.175,11+
M,0.575,0.445,0.14,0.876,0.3795,0.209,0.264,1-8
M,0.765,0.575,0.185,1.8725,0.919,0.3935,0.479,11+
M,0.525,0.4,0.13,0.6995,0.332,0.129,0.19,1-8
F,0.535,0.425,0.135,0.8055,0.3485,0.1725,0.22,1-8
F,0.45,0.345,0.14,0.5755,0.1955,0.125,0.215,10
I,0.23,0.17,0.055,0.0605,0.0215,0.011,0.016,1-8
I,0.475,0.365,0.105,0.514,0.2375,0.123,0.13,1-8
M,0.495,0.375,0.115,0.5895,0.277,0.227,0.144,1-8
I,0.405,0.31,0.1,0.2865,0.094,0.0635,0.1,9
M,0.72,0.545,0.215,2.173,1.0465,0.405,0.503,11+
I,0.475,0.365,0.12,0.578,0.255,0.124,0.169,1-8
M,0.6,0.45,0.19,1.1805,0.3755,0.2775,0.37,11+
M,0.37,0.285,0.115,0.2815,0.118,0.059,0.077,9
M,0.595,0.47,0.16,1.1775,0.474,0.2355,0.3555,1-8
I,0.43,0.34,0.1,0.3635,0.1575,0.0905,0.101,1-8
F,0.505,0.39,0.12,0.646,0.3045,0.165,0.16,9
F,0.61,0.475,0.155,0.983,0.427,0.207,0.35,11+
M,0.64,0.485,0.175,1.2435,0.5675,0.275,0.33,10
M,0.66,0.51,0.2,1.4045,0.675,0.3025,0.336,10
M,0.505,0.4,0.135,0.875,0.3615,0.174,0.2625,11+
M,0.565,0.455,0.155,0.797,0.293,0.181,0.275,11+
M,0.27,0.2,0.075,0.0915,0.0345,0.024,0.03,1-8
M,0.54,0.42,0.12,0.7505,0.3755,0.17,0.19,9
F,0.645,0.5,0.17,1.275,0.564,0.3035,0.345,9
F,0.62,0.485,0.22,1.336,0.5995,0.2375,0.41,11+
I,0.375,0.28,0.08,0.2235,0.088,0.04,0.08,1-8
I,0.58,0.49,0.2,1.171,0.4365,0.2015,0.42,11+
F,0.535,0.46,0.14,0.8395,0.417,0.1695,0.23,9
M,0.72,0.575,0.215,2.015,0.751,0.4475,0.6095,11+
M,0.7,0.545,0.205,1.933,0.893,0.44,0.5,10
I,0.39,0.29,0.09,0.2285,0.0925,0.06,0.07,1-8
M,0.715,0.565,0.175,1.8275,0.896,0.3135,0.488,9
F,0.58,0.445,0.13,0.9315,0.4025,0.24,0.248,1-8
F,0.63,0.51,0.185,1.308,0.516,0.3305,0.3225,9
F,0.645,0.525,0.18,1.8085,0.815,0.3645,0.515,11+
F,0.65,0.51,0.17,1.35,0.515,0.2485,0.3925,10
I,0.28,0.12,0.09,0.1065,0.0475,0.024,0.03,11+
F,0.5,0.405,0.125,0.545,0.2395,0.1525,0.1535,1-8
I,0.46,0.34,0.115,0.449,0.208,0.089,0.12,9
I,0.525,0.395,0.135,0.6215,0.3045,0.1165,0.185,1-8
I,0.55,0.435,0.165,0.702,0.3135,0.146,0.22,11+
I,0.495,0.38,0.125,0.5385,0.2165,0.101,0.17,1-8
I,0.455,0.335,0.14,0.4625,0.1655,0.076,0.17,11+
M,0.73,0.555,0.22,2.21,1.2395,0.465,0.503,11+
F,0.665,0.515,0.17,1.546,0.695,0.3735,0.4055,11+
F,0.58,0.455,0.155,0.8365,0.315,0.159,0.31,11+
F,0.55,0.43,0.15,0.84,0.401,0.1605,0.2045,11+
M,0.63,0.49,0.145,1.0725,0.446,0.336,0.305,11+
I,0.33,0.265,0.085,0.1895,0.081,0.0385,0.0615,1-8
F,0.57,0.445,0.155,0.8865,0.349,0.221,0.255,11+
M,0.575,0.435,0.16,1.2565,0.5685,0.3055,0.3395,9
F,0.61,0.5,0.175,1.0565,0.383,0.19,0.36,11+
F,0.44,0.345,0.125,0.4895,0.2155,0.13,0.121,9
F,0.625,0.49,0.19,1.437,0.469,0.2205,0.51,11+
F,0.635,0.505,0.16,1.4025,0.6385,0.2565,0.4545,11+
M,0.65,0.485,0.16,1.1835,0.605,0.257,0.285,9
M,0.7,0.535,0.175,1.7585,0.876,0.366,0.469,11+
F,0.715,0.545,0.13,1.8495,0.844,0.427,0.405,10
M,0.605,0.475,0.175,1.201,0.559,0.2455,0.3355,10
I,0.45,0.35,0.135,0.494,0.2155,0.1045,0.1095,9
M,0.59,0.45,0.165,0.893,0.3605,0.167,0.28,11+
F,0.49,0.38,0.13,0.5415,0.1895,0.1325,0.17,11+
M,0.565,0.435,0.15,0.93,0.276,0.213,0.265,11+
I,0.63,0.46,0.16,1.1315,0.4995,0.269,0.335,10
I,0.57,0.42,0.135,0.833,0.434,0.1715,0.202,9
M,0.59,0.46,0.17,1.14,0.466,0.208,0.42,11+
I,0.495,0.33,0.125,0.5465,0.249,0.103,0.17,11+
F,0.495,0.375,0.135,0.6295,0.2645,0.179,0.165,1-8
F,0.66,0.475,0.175,1.2895,0.587,0.322,0.3395,1-8
F,0.65,0.545,0.195,1.764,0.6865,0.318,0.4065,11+
F,0.485,0.395,0.115,0.5565,0.2575,0.1005,0.171,1-8
M,0.535,0.405,0.14,1.224,0.621,0.274,0.2875,1-8
M,0.425,0.34,0.115,0.321,0.124,0.0565,0.098,9
M,0.595,0.45,0.155,1.2225,0.5405,0.29,0.33,10
M,0.54,0.41,0.14,0.654,0.2635,0.1605,0.185,1-8
F,0.565,0.44,0.185,1.2365,0.339,0.205,0.41,11+
F,0.505,0.39,0.135,0.768,0.2625,0.154,0.275,11+
I,0.325,0.25,0.075,0.1745,0.076,0.0255,0.05,1-8
F,0.46,0.36,0.115,0.511,0.2295,0.118,0.123,11+
M,0.365,0.28,0.1,0.221,0.0835,0.0525,0.075,9
M,0.55,0.46,0.16,0.985,0.322,0.2395,0.315,11+
F,0.545,0.415,0.185,0.8415,0.314,0.2615,0.2645,11+
I,0.445,0.33,0.1,0.378,0.1725,0.0835,0.096,1-8
F,0.485,0.365,0.13,0.6195,0.2245,0.1445,0.21,11+
M,0.555,0.435,0.16,0.97,0.4645,0.168,0.27,1-8
M,0.515,0.37,0.17,0.9225,0.275,0.2265,0.255,11+
F,0.57,0.44,0.16,1.0305,0.5265,0.2185,0.2785,1-8
I,0.28,0.205,0.055,0.0895,0.036,0.022,0.03,11+
I,0.315,0.23,0.06,0.1445,0.058,0.031,0.3505,10
M,0.59,0.45,0.14,0.966,0.4055,0.2685,0.2845,10
I,0.475,0.34,0.115,0.487,0.21,0.1105,0.1065,1-8
I,0.48,0.35,0.1,0.44,0.2015,0.086,0.135,1-8
M,0.675,0.515,0.16,1.2585,0.583,0.3065,0.315,9
F,0.46,0.35,0.145,0.495,0.226,0.1055,0.115,10
M,0.675,0.515,0.17,1.545,0.693,0.336,0.405,11+
F,0.65,0.565,0.2,1.46,0.607,0.372,0.435,11+
F,0.635,0.48,0.19,1.151,0.4365,0.2345,0.405,11+
F,0.575,0.465,0.19,0.9965,0.3885,0.193,0.31,11+
F,0.505,0.39,0.135,0.6355,0.2505,0.1635,0.175,1-8
I,0.335,0.26,0.085,0.19,0.081,0.024,0.0575,1-8
F,0.53,0.42,0.14,0.6295,0.278,0.1365,0.177,1-8
M,0.645,0.505,0.165,1.2975,0.4335,0.2945,0.465,11+
I,0.455,0.435,0.125,0.595,0.2385,0.1265,0.195,11+
F,0.58,0.44,0.125,0.874,0.412,0.172,0.25,11+
F,0.575,0.465,0.19,1.295,0.501,0.2605,0.3795,11+
F,0.555,0.445,0.135,0.9025,0.404,0.2105,0.225,1-8
M,0.635,0.51,0.165,1.3695,0.632,0.2985,0.345,11+
M,0.535,0.435,0.15,0.8115,0.4035,0.166,0.2215,11+
I,0.485,0.375,0.11,0.557,0.2275,0.1335,0.15,1-8
I,0.57,0.425,0.14,0.701,0.3325,0.102,0.2255,10
F,0.52,0.415,0.145,0.7765,0.3325,0.1975,0.22,10
I,0.435,0.335,0.105,0.3295,0.159,0.0705,0.1345,1-8
I,0.305,0.245,0.09,0.127,0.051,0.0375,0.036,1-8
M,0.57,0.435,0.095,0.8685,0.4315,0.1845,0.265,11+
M,0.65,0.495,0.17,1.3195,0.6525,0.262,0.319,11+
I,0.355,0.265,0.1,0.209,0.083,0.048,0.06,1-8
F,0.465,0.375,0.12,0.5795,0.266,0.1125,0.195,11+
M,0.665,0.5,0.175,1.3585,0.657,0.2935,0.295,11+
I,0.31,0.235,0.08,0.156,0.0625,0.037,0.045,1-8
I,0.56,0.435,0.13,0.7665,0.3545,0.1385,0.21,1-8
M,0.63,0.53,0.215,1.1835,0.5255,0.278,0.37,11+
I,0.34,0.255,0.09,0.185,0.07,0.045,0.06,1-8
M,0.43,0.33,0.08,0.309,0.124,0.0625,0.106,10
M,0.55,0.435,0.145,0.8395,0.346,0.207,0.2195,11+
M,0.625,0.49,0.165,1.229,0.48,0.2895,0.385,11+
F,0.375,0.275,0.135,0.324,0.134,0.082,0.098,10
I,0.235,0.17,0.055,0.0655,0.031,0.008,0.017,1-8
I,0.515,0.395,0.11,0.6005,0.2595,0.108,0.21,11+
M,0.485,0.37,0.13,0.5725,0.222,0.137,0.195,11+
F,0.38,0.305,0.095,0.335,0.1475,0.0565,0.095,1-8
F,0.71,0.53,0.19,1.6755,0.8715,0.347,0.3935,10
I,0.3,0.23,0.08,0.1285,0.0535,0.04,0.042,1-8
F,0.58,0.475,0.165,0.9245,0.37,0.181,0.315,11+
F,0.605,0.515,0.17,1.34,0.575,0.2815,0.4,10
I,0.405,0.305,0.09,0.2605,0.1,0.061,0.1,1-8
F,0.515,0.39,0.135,0.674,0.2945,0.147,0.155,1-8
I,0.385,0.305,0.09,0.252,0.1045,0.037,0.08,1-8
M,0.46,0.375,0.125,0.5105,0.2065,0.148,0.155,9
M,0.72,0.545,0.185,1.5865,0.707,0.315,0.4715,11+
I,0.575,0.45,0.135,0.795,0.364,0.157,0.25,9
M,0.48,0.365,0.1,0.521,0.2175,0.132,0.123,10
F,0.45,0.36,0.11,0.5225,0.2035,0.1185,0.1625,10
I,0.68,0.54,0.21,1.752,0.647,0.3405,0.4285,11+
F,0.645,0.51,0.16,1.2465,0.5715,0.2915,0.345,10
M,0.475,0.36,0.14,0.522,0.241,0.1355,0.145,1-8
I,0.35,0.265,0.08,0.1735,0.073,0.0255,0.056,1-8
M,0.65,0.525,0.19,1.449,0.6595,0.298,0.39,11+
I,0.4,0.31,0.1,0.2665,0.1235,0.0575,0.088,1-8
M,0.57,0.44,0.155,1.116,0.3575,0.2205,0.4405,10
I,0.395,0.31,0.1,0.287,0.1125,0.0635,0.1,1-8
I,0.55,0.435,0.125,0.7205,0.305,0.1755,0.18,9
F,0.535,0.45,0.15,0.8795,0.416,0.1605,0.265,10
I,0.63,0.49,0.17,1.1775,0.4755,0.287,0.24,10
F,0.6,0.465,0.15,1.133,0.5865,0.233,0.237,9
I,0.595,0.465,0.195,1.0885,0.439,0.244,0.31,11+
M,0.38,0.3,0.09,0.24,0.119,0.0395,0.08,10
M,0.625,0.48,0.16,1.233,0.6025,0.2625,0.305,11+
F,0.535,0.4,0.175,1.2705,0.5035,0.3075,0.333,11+
F,0.59,0.46,0.15,0.997,0.371,0.24,0.3105,11+
M,0.68,0.53,0.185,1.3485,0.546,0.2565,0.3925,11+
M,0.155,0.095,0.03,0.0245,0.0105,0.005,0.01,1-8
F,0.61,0.485,0.16,1.146,0.566,0.2445,0.245,9
F,0.485,0.365,0.15,0.968,0.396,0.22,0.265,11+
I,0.575,0.45,0.135,0.751,0.2895,0.181,0.22,1-8
I,0.255,0.18,0.055,0.0635,0.0215,0.015,0.0225,1-8
M,0.645,0.5,0.175,1.3375,0.5875,0.2515,0.4085,11+
M,0.575,0.455,0.135,1.165,0.6245,0.239,0.3055,11+
F,0.635,0.525,0.2,1.2795,0.593,0.2765,0.315,9
F,0.425,0.35,0.12,0.463,0.1955,0.1045,0.145,10
I,0.42,0.305,0.095,0.379,0.175,0.08,0.109,1-8
M,0.635,0.5,0.185,1.2565,0.5815,0.288,0.335,10
I,0.445,0.31,0.08,0.336,0.1335,0.074,0.106,1-8
M,0.65,0.51,0.19,1.4745,0.6,0.3795,0.4245,10
I,0.4,0.31,0.1,0.2875,0.114,0.063,0.12,9
F,0.65,0.475,0.165,1.2895,0.604,0.303,0.32,10
M,0.535,0.41,0.12,0.625,0.2855,0.117,0.171,1-8
I,0.485,0.365,0.125,0.5585,0.255,0.102,0.17,1-8
M,0.57,0.45,0.135,0.795,0.364,0.19,0.22,1-8
I,0.4,0.315,0.1,0.3515,0.151,0.089,0.12,11+
F,0.555,0.42,0.13,0.963,0.447,0.1825,0.265,9
M,0.615,0.46,0.15,0.923,0.432,0.1965,0.26,11+
F,0.485,0.365,0.12,0.5005,0.171,0.115,0.195,9
M,0.57,0.445,0.155,1.008,0.5265,0.1765,0.324,10
F,0.615,0.49,0.19,1.145,0.536,0.2635,0.264,9
M,0.61,0.485,0.16,1.1945,0.465,0.2895,0.31,10
M,0.295,0.215,0.08,0.1185,0.0545,0.031,0.039,1-8
F,0.615,0.495,0.165,1.2415,0.435,0.257,0.37,10
I,0.595,0.48,0.16,1.097,0.3935,0.2555,0.355,11+
M,0.51,0.415,0.165,0.695,0.279,0.1605,0.195,11+
F,0.63,0.51,0.185,1.1565,0.522,0.239,0.385,11+
F,0.72,0.575,0.185,1.787,0.6785,0.385,0.6855,11+
F,0.59,0.475,0.155,1.053,0.4645,0.231,0.341,10
F,0.51,0.39,0.115,0.6175,0.2755,0.142,0.19,9
I,0.315,0.23,0,0.141,0.053,0.0325,0.045,1-8
F,0.68,0.515,0.2,1.3645,0.5255,0.36,0.37,10
F,0.575,0.48,0.165,1.0385,0.493,0.2705,0.25,9
I,0.5,0.36,0.125,0.528,0.17,0.104,0.21,1-8
M,0.45,0.355,0.115,0.4385,0.1965,0.0755,0.135,1-8
M,0.71,0.56,0.18,1.52,0.59,0.3425,0.465,11+
M,0.43,0.335,0.11,0.3045,0.0925,0.074,0.105,10
I,0.53,0.395,0.125,0.599,0.297,0.1265,0.15,9
I,0.56,0.44,0.13,0.7235,0.329,0.1435,0.213,9
I,0.47,0.385,0.105,0.6355,0.352,0.129,0.128,1-8
F,0.655,0.505,0.155,1.3825,0.705,0.3095,0.2955,11+
F,0.54,0.42,0.15,0.725,0.274,0.163,0.255,11+
I,0.28,0.21,0.08,0.1365,0.0565,0.0265,0.05,1-8
I,0.23,0.165,0.055,0.059,0.024,0.016,0.022,1-8
M,0.635,0.51,0.17,1.139,0.477,0.2025,0.35,11+
I,0.565,0.435,0.13,0.7665,0.3345,0.1745,0.205,1-8
I,0.11,0.105,0.02,0.008,0.005,0.002,0.004,1-8
M,0.475,0.385,0.135,0.5895,0.2385,0.096,0.1945,9
M,0.715,0.545,0.195,1.7475,0.7885,0.436,0.503,11+
I,0.505,0.405,0.13,0.7045,0.391,0.1465,0.1945,10
M,0.555,0.435,0.14,0.858,0.393,0.1585,0.25,11+
F,0.66,0.525,0.18,1.32,0.8985,0.2745,0.2715,11+
M,0.45,0.35,0.1,0.3505,0.1315,0.0685,0.115,10
F,0.605,0.47,0.16,1.0175,0.426,0.2255,0.335,9
M,0.525,0.365,0.175,1.1185,0.469,0.3135,0.3,11+
I,0.47,0.35,0.135,0.567,0.266,0.1205,0.169,9
I,0.38,0.28,0.095,0.215,0.0865,0.056,0.079,1-8
F,0.43,0.35,0.125,0.4895,0.1735,0.115,0.1325,9
I,0.255,0.185,0.07,0.1585,0.065,0.0375,0.0415,1-8
F,0.645,0.485,0.16,1.2465,0.591,0.276,0.315,10
F,0.465,0.35,0.115,0.421,0.167,0.083,0.135,11+
I,0.515,0.36,0.12,0.439,0.1785,0.096,0.12,1-8
M,0.585,0.47,0.145,0.907,0.419,0.19,0.269,10
F,0.49,0.385,0.13,0.592,0.264,0.1185,0.167,1-8
I,0.3,0.23,0.07,0.1235,0.0505,0.0235,0.04,1-8
I,0.5,0.375,0.125,0.5795,0.238,0.135,0.185,9
I,0.47,0.345,0.115,0.4535,0.203,0.0885,0.13,9
I,0.355,0.27,0.075,0.204,0.104,0.037,0.0595,1-8
F,0.575,0.435,0.155,0.8295,0.4035,0.191,0.2445,1-8
I,0.325,0.26,0.075,0.1965,0.085,0.0375,0.055,1-8
I,0.375,0.29,0.14,0.5965,0.2435,0.139,0.173,1-8
I,0.43,0.325,0.1,0.425,0.217,0.085,0.103,1-8
I,0.13,0.11,0.02,0.0145,0.0075,0.0045,0.005,1-8
F,0.72,0.575,0.185,1.787,0.697,0.385,0.58,11+
M,0.56,0.42,0.145,0.9415,0.3385,0.183,0.315,11+
I,0.315,0.21,0,0.128,0.06,0.0275,0.3505,10
I,0.575,0.45,0.145,0.8145,0.4055,0.157,0.245,1-8
F,0.6,0.475,0.18,1.11,0.467,0.2585,0.348,11+
I,0.27,0.19,0.06,0.084,0.038,0.0185,0.0245,1-8
F,0.585,0.45,0.155,1.047,0.4735,0.232,0.283,11+
F,0.605,0.515,0.155,1.1215,0.454,0.2435,0.32,11+
I,0.205,0.145,0.065,0.035,0.0145,0.008,0.01,1-8
M,0.64,0.51,0.175,1.248,0.5475,0.2385,0.3885,10
I,0.41,0.31,0.105,0.385,0.169,0.08,0.11,1-8
F,0.64,0.505,0.19,1.2355,0.468,0.298,0.49,11+
M,0.51,0.395,0.145,0.77,0.3265,0.1835,0.22,11+
M,0.535,0.44,0.12,0.959,0.2385,0.2455,0.3,11+
M,0.46,0.38,0.15,0.6175,0.2555,0.159,0.192,11+
I,0.42,0.31,0.1,0.377,0.164,0.0625,0.1045,1-8
M,0.59,0.46,0.145,0.9905,0.453,0.2145,0.2775,1-8
M,0.295,0.23,0.075,0.15,0.054,0.031,0.048,1-8
I,0.48,0.38,0.12,0.521,0.2075,0.119,0.175,9
M,0.57,0.44,0.095,0.798,0.382,0.1615,0.202,9
I,0.375,0.3,0.085,0.2535,0.122,0.0595,0.0675,1-8
F,0.545,0.41,0.125,0.6765,0.2565,0.1415,0.21,10
M,0.295,0.22,0.09,0.1285,0.05,0.039,0.036,1-8
F,0.575,0.435,0.15,0.8785,0.363,0.215,0.245,9
M,0.5,0.38,0.135,0.5825,0.2465,0.159,0.175,1-8
M,0.6,0.47,0.15,1.2015,0.5265,0.2865,0.314,10
F,0.49,0.38,0.125,0.556,0.289,0.103,0.162,10
I,0.42,0.305,0.12,0.3185,0.1245,0.0735,0.095,1-8
F,0.625,0.49,0.175,1.38,0.5895,0.3315,0.305,11+
F,0.675,0.51,0.17,1.415,0.621,0.3175,0.418,11+
M,0.41,0.31,0.105,0.3,0.115,0.069,0.0945,11+
I,0.5,0.375,0.115,0.464,0.204,0.0855,0.135,1-8
I,0.335,0.25,0.08,0.167,0.0675,0.05,0.0495,1-8
I,0.55,0.4,0.135,0.7025,0.32,0.147,0.21,9
M,0.54,0.42,0.145,0.8115,0.2945,0.1805,0.285,9
I,0.47,0.35,0.12,0.4915,0.1665,0.107,0.168,1-8
M,0.55,0.425,0.13,0.7665,0.312,0.195,0.25,10
M,0.35,0.26,0.085,0.2065,0.069,0.053,0.07,11+
I,0.31,0.215,0.08,0.1075,0.0405,0.028,0.035,1-8
F,0.505,0.41,0.165,0.5965,0.2135,0.1385,0.255,11+
I,0.55,0.4,0.15,0.705,0.2725,0.1905,0.275,11+
F,0.665,0.51,0.175,1.6185,0.686,0.3505,0.4005,9
I,0.385,0.305,0.09,0.2535,0.1065,0.054,0.066,1-8
M,0.6,0.45,0.19,1.34,0.567,0.229,0.37,9
M,0.575,0.465,0.12,0.943,0.4365,0.203,0.245,9
M,0.565,0.435,0.15,0.8675,0.326,0.1895,0.325,11+
I,0.44,0.355,0.125,0.459,0.216,0.0745,0.1165,1-8
F,0.57,0.42,0.15,0.8765,0.455,0.1915,0.1965,1-8
F,0.43,0.345,0.12,0.444,0.1805,0.1075,0.152,10
I,0.385,0.285,0.085,0.244,0.103,0.0485,0.085,1-8
F,0.5,0.38,0.13,0.681,0.289,0.143,0.2,11+
F,0.59,0.475,0.155,1.1015,0.5305,0.2665,0.25,9
M,0.72,0.565,0.19,2.081,0.959,0.454,0.502,11+
I,0.485,0.355,0.12,0.581,0.25,0.0915,0.17,9
M,0.63,0.505,0.15,1.1885,0.4915,0.3365,0.349,11+
M,0.44,0.355,0.14,0.515,0.221,0.1275,0.1465,10
I,0.485,0.37,0.115,0.538,0.2795,0.1045,0.14,1-8
F,0.595,0.465,0.15,1.0765,0.491,0.2475,0.274,10
M,0.63,0.515,0.17,1.264,0.6215,0.2305,0.308,11+
F,0.695,0.535,0.175,1.5165,0.579,0.3675,0.44,10
F,0.625,0.49,0.145,0.8765,0.363,0.2145,0.265,10
M,0.18,0.125,0.095,0.0265,0.0125,0.0055,0.008,1-8
F,0.675,0.53,0.22,1.548,0.739,0.3305,0.3925,10
M,0.39,0.305,0.09,0.2815,0.096,0.0655,0.0975,9
F,0.62,0.48,0.16,1.1125,0.465,0.228,0.35,9
M,0.67,0.5,0.19,1.5945,0.6215,0.394,0.5195,11+
I,0.44,0.33,0.11,0.3875,0.1555,0.1055,0.12,10
M,0.66,0.51,0.175,1.4805,0.6065,0.332,0.4245,11+
I,0.42,0.315,0.1,0.3645,0.175,0.0785,0.109,1-8
M,0.61,0.45,0.145,0.877,0.445,0.155,0.2425,9
F,0.575,0.465,0.16,1.08,0.4955,0.2295,0.2625,1-8
F,0.585,0.475,0.165,0.857,0.3665,0.16,0.28,11+
M,0.59,0.475,0.165,0.9455,0.3495,0.2145,0.295,11+
M,0.155,0.105,0.035,0.0155,0.0045,0.003,0.005,1-8
M,0.615,0.5,0.18,1.437,0.5265,0.3015,0.435,10
I,0.425,0.34,0.1,0.389,0.2015,0.079,0.0965,1-8
F,0.59,0.46,0.16,1.0765,0.412,0.2055,0.354,11+
F,0.605,0.47,0.18,1.1185,0.5775,0.2695,0.274,9
F,0.525,0.415,0.15,0.6445,0.2945,0.1055,0.216,10
F,0.675,0.53,0.195,1.4015,0.5945,0.324,0.462,11+
I,0.235,0.175,0.04,0.0655,0.025,0.012,0.02,1-8
F,0.5,0.38,0.155,0.568,0.1975,0.1325,0.195,11+
F,0.635,0.505,0.195,1.3485,0.5725,0.2665,0.485,11+
M,0.725,0.55,0.215,1.978,0.942,0.448,0.602,11+
F,0.58,0.455,0.155,1.114,0.4765,0.2155,0.29,11+
I,0.535,0.415,0.15,0.6665,0.2865,0.1465,0.195,10
M,0.615,0.48,0.17,1.224,0.49,0.377,0.33,1-8
I,0.56,0.445,0.15,0.8735,0.333,0.156,0.295,11+
F,0.475,0.38,0.125,0.639,0.2895,0.1765,0.161,10
I,0.55,0.44,0.165,0.6315,0.28,0.1455,0.245,9
M,0.57,0.48,0.185,0.985,0.394,0.2285,0.325,10
M,0.465,0.36,0.08,0.431,0.175,0.1015,0.175,1-8
F,0.575,0.46,0.175,0.97,0.447,0.2395,0.23,9
M,0.66,0.515,0.16,1.289,0.4975,0.2455,0.43,9
F,0.475,0.375,0.135,0.6,0.216,0.164,0.18,11+
M,0.635,0.475,0.155,1.145,0.564,0.2325,0.3055,10
F,0.685,0.53,0.17,1.494,0.715,0.3615,0.42,11+
M,0.6,0.495,0.175,1.0575,0.4405,0.205,0.335,9
I,0.415,0.32,0.1,0.3005,0.126,0.0635,0.1035,1-8
F,0.57,0.43,0.16,0.844,0.356,0.1955,0.27,11+
I,0.45,0.355,0.115,0.5195,0.253,0.1035,0.145,1-8
I,0.555,0.45,0.135,0.753,0.2895,0.181,0.235,10
